"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments"
"583777","occ","","","61352","Cretolamna appendiculata","species","117677","","Cretolamna appendiculata","species","117676","Middle Campanian","","83.5","70.6","17575","-1.016667","45.616669","FR","","Charente-Maritime","","minutes","","Le Caillaud cliff,\r\nGironde Estuary, a few kilometres SE of Royan"
"583778","occ","","","61352","Cretolamna sp.","genus","34608","","Cretolamna","genus","34608","Middle Campanian","","83.5","70.6","17575","-1.016667","45.616669","FR","","Charente-Maritime","","minutes","","Le Caillaud cliff,\r\nGironde Estuary, a few kilometres SE of Royan"
"583782","occ","","","61352","Protolamna borodini","species","34629","species not entered","Protolamna","genus","34629","Middle Campanian","","83.5","70.6","17575","-1.016667","45.616669","FR","","Charente-Maritime","","minutes","","Le Caillaud cliff,\r\nGironde Estuary, a few kilometres SE of Royan"
"583783","occ","","","61352","""Scyliorhinus"" cf. germanicus","species","34663","species not entered","Scyliorhinus","genus","34663","Middle Campanian","","83.5","70.6","17575","-1.016667","45.616669","FR","","Charente-Maritime","","minutes","","Le Caillaud cliff,\r\nGironde Estuary, a few kilometres SE of Royan"
"583784","occ","","","61352","Galeorhinus girardoti","species","83177","species not entered","Galeorhinus","genus","83177","Middle Campanian","","83.5","70.6","17575","-1.016667","45.616669","FR","","Charente-Maritime","","minutes","","Le Caillaud cliff,\r\nGironde Estuary, a few kilometres SE of Royan"
"583785","occ","","","61352","Squatirhina lonzeenis","species","34714","species not entered","Squatirhina","genus","34714","Middle Campanian","","83.5","70.6","17575","-1.016667","45.616669","FR","","Charente-Maritime","","minutes","","Le Caillaud cliff,\r\nGironde Estuary, a few kilometres SE of Royan"
"583787","occ","","","61352","Paranomotodon sp.","genus","34626","","Paranomotodon","genus","34626","Middle Campanian","","83.5","70.6","17575","-1.016667","45.616669","FR","","Charente-Maritime","","minutes","","Le Caillaud cliff,\r\nGironde Estuary, a few kilometres SE of Royan"
"583788","occ","","","61352","Squatirhina lonzeensis","species","154496","","Squatirhina lonzeensis","species","154496","Middle Campanian","","83.5","70.6","17575","-1.016667","45.616669","FR","","Charente-Maritime","","minutes","","Le Caillaud cliff,\r\nGironde Estuary, a few kilometres SE of Royan"
"583789","occ","","","61352","Squatirhina lonzeensis","species","154496","","Squatirhina lonzeensis","species","154496","Middle Campanian","","83.5","70.6","17575","-1.016667","45.616669","FR","","Charente-Maritime","","minutes","","Le Caillaud cliff,\r\nGironde Estuary, a few kilometres SE of Royan"
"583822","occ","","","61353","Squatina cf. hassei","species","63024","","Squatina hassei","species","63024","Middle Campanian","","83.5","70.6","17575","-1.016667","45.616669","FR","","Charente-Maritime","","minutes","","Le Pilou cliff,\r\nGironde Estuary, a few kilometres SE of Royan"
"583823","occ","","","61353","Heterodontus cf. rugosus","species","156232","","Heterodontus rugosus","species","156231","Middle Campanian","","83.5","70.6","17575","-1.016667","45.616669","FR","","Charente-Maritime","","minutes","","Le Pilou cliff,\r\nGironde Estuary, a few kilometres SE of Royan"
"583824","occ","","","61353","Plicatoscyllium cf. globidens","species","90133","species not entered","Plicatoscyllium","genus","90133","Middle Campanian","","83.5","70.6","17575","-1.016667","45.616669","FR","","Charente-Maritime","","minutes","","Le Pilou cliff,\r\nGironde Estuary, a few kilometres SE of Royan"
"583825","occ","","","61353","Squalicorax kaupi","species","117646","","Squalicorax kaupi","species","210092","Middle Campanian","","83.5","70.6","17575","-1.016667","45.616669","FR","","Charente-Maritime","","minutes","","Le Pilou cliff,\r\nGironde Estuary, a few kilometres SE of Royan"
"583826","occ","","","61353","Pseudocorax laevis","species","156472","","Pseudocorax laevis","species","156471","Middle Campanian","","83.5","70.6","17575","-1.016667","45.616669","FR","","Charente-Maritime","","minutes","","Le Pilou cliff,\r\nGironde Estuary, a few kilometres SE of Royan"
"583827","occ","","","61353","Carcharias latus","species","64190","species not entered","Carcharias","genus","64190","Middle Campanian","","83.5","70.6","17575","-1.016667","45.616669","FR","","Charente-Maritime","","minutes","","Le Pilou cliff,\r\nGironde Estuary, a few kilometres SE of Royan"
"583828","occ","","","61353","Carcharias adnetli","species","64190","species not entered","Carcharias","genus","64190","Middle Campanian","","83.5","70.6","17575","-1.016667","45.616669","FR","","Charente-Maritime","","minutes","","Le Pilou cliff,\r\nGironde Estuary, a few kilometres SE of Royan"
"583829","occ","","","61353","Cretolamna appendiculata","species","117677","","Cretolamna appendiculata","species","117676","Middle Campanian","","83.5","70.6","17575","-1.016667","45.616669","FR","","Charente-Maritime","","minutes","","Le Pilou cliff,\r\nGironde Estuary, a few kilometres SE of Royan"
"583830","occ","","","61353","Cretolamna sp.","genus","34608","","Cretolamna","genus","34608","Middle Campanian","","83.5","70.6","17575","-1.016667","45.616669","FR","","Charente-Maritime","","minutes","","Le Pilou cliff,\r\nGironde Estuary, a few kilometres SE of Royan"
"583831","occ","","","61353","Protolamna borodini","species","34629","species not entered","Protolamna","genus","34629","Middle Campanian","","83.5","70.6","17575","-1.016667","45.616669","FR","","Charente-Maritime","","minutes","","Le Pilou cliff,\r\nGironde Estuary, a few kilometres SE of Royan"
"583834","occ","","","61353","Paranomotodon sp.","genus","34626","","Paranomotodon","genus","34626","Middle Campanian","","83.5","70.6","17575","-1.016667","45.616669","FR","","Charente-Maritime","","minutes","","Le Pilou cliff,\r\nGironde Estuary, a few kilometres SE of Royan"
"583835","occ","","","61353","Scyliorhinus elongatus","species","34663","species not entered","Scyliorhinus","genus","34663","Middle Campanian","","83.5","70.6","17575","-1.016667","45.616669","FR","","Charente-Maritime","","minutes","","Le Pilou cliff,\r\nGironde Estuary, a few kilometres SE of Royan"
"583836","occ","","","61353","Galeorhinus girardoti","species","83177","species not entered","Galeorhinus","genus","83177","Middle Campanian","","83.5","70.6","17575","-1.016667","45.616669","FR","","Charente-Maritime","","minutes","","Le Pilou cliff,\r\nGironde Estuary, a few kilometres SE of Royan"
"583837","occ","","","61353","Squatirhina lonzeensis","species","154496","","Squatirhina lonzeensis","species","154496","Middle Campanian","","83.5","70.6","17575","-1.016667","45.616669","FR","","Charente-Maritime","","minutes","","Le Pilou cliff,\r\nGironde Estuary, a few kilometres SE of Royan"
"585831","occ","","","61738","Hexanchus sp.","genus","34526","","Hexanchus","genus","34526","Late Maastrichtian","","70.6","66","17766","-96.000000","33.250000","US","Texas","Hunt County","stated in text","seconds","small collection",""
"585832","occ","","","61738","Squalus n. sp. huntensis","species","34562","species not entered","Squalus","genus","34562","Late Maastrichtian","","70.6","66","17766","-96.000000","33.250000","US","Texas","Hunt County","stated in text","seconds","small collection",""
"585833","occ","","","61738","Heterodontus n. sp. granti","species","34572","species not entered","Heterodontus","genus","34572","Late Maastrichtian","","70.6","66","17766","-96.000000","33.250000","US","Texas","Hunt County","stated in text","seconds","small collection",""
"585834","occ","","","61738","Cantioscyllium n. sp. meyeri","species","34579","species not entered","Cantioscyllium","genus","34579","Late Maastrichtian","","70.6","66","17766","-96.000000","33.250000","US","Texas","Hunt County","stated in text","seconds","small collection",""
"585835","occ","","","61738","Ginglymostoma sp.","genus","34584","","Ginglymostoma","genus","34584","Late Maastrichtian","","70.6","66","17766","-96.000000","33.250000","US","Texas","Hunt County","stated in text","seconds","small collection",""
"585836","occ","","","61738","Nebrius sp.","genus","34587","","Nebrius","genus","34587","Late Maastrichtian","","70.6","66","17766","-96.000000","33.250000","US","Texas","Hunt County","stated in text","seconds","small collection",""
"585837","occ","","","61738","n. gen. Plicatoscyllium n. sp. antiquum","species","90133","species not entered","Plicatoscyllium","genus","90133","Late Maastrichtian","","70.6","66","17766","-96.000000","33.250000","US","Texas","Hunt County","stated in text","seconds","small collection",""
"585852","occ","","","61738","n. gen. Plicatoscyllium n. sp. derameei","species","90133","species not entered","Plicatoscyllium","genus","90133","Late Maastrichtian","","70.6","66","17766","-96.000000","33.250000","US","Texas","Hunt County","stated in text","seconds","small collection",""
"585853","occ","","","61738","Cretorectolobus cf. olsoni","species","117649","","Cretorectolobus olsoni","species","117649","Late Maastrichtian","","70.6","66","17766","-96.000000","33.250000","US","Texas","Hunt County","stated in text","seconds","small collection",""
"585854","occ","","","61738","Cretolamna maroccana","species","34608","species not entered","Cretolamna","genus","34608","Late Maastrichtian","","70.6","66","17766","-96.000000","33.250000","US","Texas","Hunt County","stated in text","seconds","small collection",""
"585855","occ","","","61738","Serratolamna serrata","species","86150","species not entered","Serratolamna","genus","86150","Late Maastrichtian","","70.6","66","17766","-96.000000","33.250000","US","Texas","Hunt County","stated in text","seconds","small collection",""
"585856","occ","","","61738","Pseudocorax granti","species","34630","species not entered","Pseudocorax","genus","34630","Late Maastrichtian","","70.6","66","17766","-96.000000","33.250000","US","Texas","Hunt County","stated in text","seconds","small collection",""
"585857","occ","","","61738","Squalicorax kaupi","species","117646","","Squalicorax kaupi","species","210092","Late Maastrichtian","","70.6","66","17766","-96.000000","33.250000","US","Texas","Hunt County","stated in text","seconds","small collection",""
"585858","occ","","","61738","Carcharias n. sp. heathi","species","64190","species not entered","Carcharias","genus","64190","Late Maastrichtian","","70.6","66","17766","-96.000000","33.250000","US","Texas","Hunt County","stated in text","seconds","small collection",""
"585859","occ","","","61738","Squalicorax pristodontus","species","110987","","Squalicorax pristodontus","species","110986","Late Maastrichtian","","70.6","66","17766","-96.000000","33.250000","US","Texas","Hunt County","stated in text","seconds","small collection",""
"585860","occ","","","61738","Carcharias holmdelensis","species","64190","species not entered","Carcharias","genus","64190","Late Maastrichtian","","70.6","66","17766","-96.000000","33.250000","US","Texas","Hunt County","stated in text","seconds","small collection",""
"585861","occ","","","61738","Carcharias cf. samhammeri","species","64190","species not entered","Carcharias","genus","64190","Late Maastrichtian","","70.6","66","17766","-96.000000","33.250000","US","Texas","Hunt County","stated in text","seconds","small collection",""
"585862","occ","","","61738","Odontaspis aculeatus","species","34620","species not entered","Odontaspis","genus","34620","Late Maastrichtian","","70.6","66","17766","-96.000000","33.250000","US","Texas","Hunt County","stated in text","seconds","small collection",""
"585865","occ","","","61738","Galeorhinus aff. girardoti","species","83177","species not entered","Galeorhinus","genus","83177","Late Maastrichtian","","70.6","66","17766","-96.000000","33.250000","US","Texas","Hunt County","stated in text","seconds","small collection",""
"585866","occ","","","61738","Palaeogaleus n. sp. navarroensis","species","34653","species not entered","Palaeogaleus","genus","34653","Late Maastrichtian","","70.6","66","17766","-96.000000","33.250000","US","Texas","Hunt County","stated in text","seconds","small collection",""
